연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
648,휴게음식점,러브썸아트앤케이크,"대구광역시 수성구 세진로 54, 1층 (만촌동)",대구광역시 수성구 만촌동 1018-4 1층 ,49.68,데이터 미집계,커피숍
649,휴게음식점,에슬로우대구범어점,"대구광역시 수성구 범어로18길 19, 1층 (범어동)",대구광역시 수성구 범어동 210-20 1층 ,37.92,데이터 미집계,커피숍
650,휴게음식점,이디야커피범어엔타워점,"대구광역시 수성구 상록로 5, 1층 101호 (범어동)",대구광역시 수성구 범어동 557-19 1층 101호,48.28,053-759-1991,커피숍
651,휴게음식점,더리터대구지산점,"대구광역시 수성구 지범로 167, 지산메디지오 1층 102호 (지산동)",대구광역시 수성구 지산동 1276-5 지산메디지오 1층 102호,48.36,053-783-1005,커피숍
652,휴게음식점,예쁜하루디저트카페,"대구광역시 수성구 지범로46길 9, 1층 (범물동)",대구광역시 수성구 범물동 465 1층 ,58.4,070-8862-0200,커피숍
653,휴게음식점,백스키친(백's키친),"대구광역시 수성구 노변공원로7길 6, 1층 (노변동)",대구광역시 수성구 노변동 160-6 1층 ,21.6,데이터 미집계,커피숍
654,휴게음식점,비비당만촌점,"대구광역시 수성구 충의로 25, 1층 (만촌동)",대구광역시 수성구 만촌동 1005-30 1층 ,61.1,데이터 미집계,커피숍
655,휴게음식점,카페지봉,"대구광역시 수성구 지산로14길 122-6, 1층 (지산동)",대구광역시 수성구 지산동 1294-7 1층 ,85.8,개인정보 포함,커피숍
656,휴게음식점,오프(off),"대구광역시 수성구 동대구로38길 76-1, 1층 (범어동)",대구광역시 수성구 범어동 671-7 1층 ,6.6,데이터 미집계,커피숍
657,휴게음식점,카일라스,"대구광역시 수성구 지범로 167, 지산메디지오 8층 802호 (지산동)",대구광역시 수성구 지산동 1276-5 지산메디지오 8층 802호,16.08,1899-5963,커피숍
658,휴게음식점,메이젠,"대구광역시 수성구 달구벌대로456길 17, 1층 (수성동1가)",대구광역시 수성구 수성동1가 89-9 1층 ,26.44,0507-1422-8301,커피숍
659,휴게음식점,카페땡끝,"대구광역시 수성구 달구벌대로495길 27, 지하1층 (범어동)",대구광역시 수성구 범어동 153-17 지하1층 ,39,개인정보 포함,커피숍
660,휴게음식점,키즈블럭,"대구광역시 수성구 용학로30길 110, 1층 (지산동)",대구광역시 수성구 지산동 1196 1층 ,6.6,053-781-8253,커피숍
661,휴게음식점,홍콩다방범어점,"대구광역시 수성구 달구벌대로 2524, 1층 (범어동)",대구광역시 수성구 범어동 211-4 1층 ,50,0507-1338-6785,커피숍
662,휴게음식점,굴리아카페수성못점,"대구광역시 수성구 들안로2길 10, 1층 (두산동)",대구광역시 수성구 두산동 171-1 1층 ,138.64,데이터 미집계,커피숍
663,휴게음식점,카파비바(KAFFAVIVA),"대구광역시 수성구 청솔로2길 52, 1층 (황금동)",대구광역시 수성구 황금동 688-1 1층 ,19.6,0507-1351-3714,커피숍
664,휴게음식점,일프로커피컴퍼니,"대구광역시 수성구 범어로19길 46, 1층 (범어동)",대구광역시 수성구 범어동 200-4 1층 ,77.5,0507-1386-3000,커피숍
665,휴게음식점,배터리커피스탠드(battery coffee stand),"대구광역시 수성구 알파시티1로 169, 1층 (대흥동)",대구광역시 수성구 대흥동 856 1층 ,30.6,053-710-7332,커피숍
666,휴게음식점,텐퍼센트대구범어도서관점,"대구광역시 수성구 달구벌대로 2455, 1층 (범어동)",대구광역시 수성구 범어동 165-15 1층 ,59.4,053-744-4687,커피숍
667,휴게음식점,빽다방범어KBS점,"대구광역시 수성구 범어로 73, 205동 1층 104호 (범어동, 범어에스케이뷰아파트2단지)",대구광역시 수성구 범어동 2235 범어에스케이뷰아파트2단지 1층 205동 104호,33.66,053-752-3357,커피숍
668,휴게음식점,더쥬아,"대구광역시 수성구 세진로3길 4, 1층 (범어동)",대구광역시 수성구 범어동 400-7 1층 ,57.57,053-286-6183,커피숍
669,휴게음식점,말리따,"대구광역시 수성구 달구벌대로 3304, 110동 1층 4호 (신매동, 사월화성파크드림)",대구광역시 수성구 신매동 10-14 사월화성파크드림 1층 110동 4호,49.5,데이터 미집계,커피숍
670,휴게음식점,몬스터,"대구광역시 수성구 상록로 76, 1층 (범어동)",대구광역시 수성구 범어동 7-9 1층 ,49.5,053-742-1120,커피숍
671,휴게음식점,던킨대구은행역점,"대구광역시 수성구 수성로 377, 1층 (수성동1가)",대구광역시 수성구 수성동1가 42-3 1층 ,80.54,053-744-8664,커피숍
672,휴게음식점,세컨델리,"대구광역시 수성구 들안로 66, 1층,2층 (두산동)","대구광역시 수성구 두산동 69-6 1층,2층 ",234.17,053-768-6859,커피숍
673,휴게음식점,나눔족욕카페,"대구광역시 수성구 화랑로 74, 동영빌딩 2층 (만촌동)",대구광역시 수성구 만촌동 1325-6 동영빌딩 2층 ,80,데이터 미집계,커피숍
674,휴게음식점,카페캔즈(cafecanz),"대구광역시 수성구 들안로28길 24-6, 1층 (황금동)",대구광역시 수성구 황금동 874-10 1층 ,33,데이터 미집계,커피숍
675,휴게음식점,카페꽃이피다수성점,"대구광역시 수성구 수성로69길 65, 상가6동 104호 (수성동1가, 수성 롯데캐슬 THE FIRST)",대구광역시 수성구 수성동1가 819 수성 롯데캐슬 THE FIRST 상가6동 104호,33,데이터 미집계,커피숍
676,휴게음식점,채스호떡(Chae'sHoddeok),"대구광역시 수성구 달구벌대로522길 17, 상가동 지하1층 B108호 (만촌동, 만촌역태왕아너스)",대구광역시 수성구 만촌동 1481 만촌역태왕아너스 지하1층 상가동 B108호,44.37,데이터 미집계,커피숍
677,휴게음식점,듀(Doux),"대구광역시 수성구 화랑로 142, 1층 (만촌동)",대구광역시 수성구 만촌동 1330-5 1층 ,97.23,0507-1473-3692,커피숍
678,휴게음식점,오케이커피,"대구광역시 수성구 수성로 393, 상가동 1층 102호 (수성동4가, 수성하이츠)",대구광역시 수성구 수성동4가 1090-8 수성하이츠 1층 상가동 102호,30.6,데이터 미집계,커피숍
679,휴게음식점,몰로(mollo),"대구광역시 수성구 수성로66길 8, 1층 (수성동2가)",대구광역시 수성구 수성동2가 266-2 1층 ,27,0507-1368-0399,커피숍
680,휴게음식점,튬샐러드,"대구광역시 수성구 희망로36길 121, 1층 (황금동)",대구광역시 수성구 황금동 784-5 1층 ,26.44,053-219-0550,커피숍
681,휴게음식점,레프트뱅크범어,"대구광역시 수성구 달구벌대로496길 20, 1층 (범어동)",대구광역시 수성구 범어동 202-2 1층 ,21.5,053-754-2130,커피숍
682,휴게음식점,몬스터커피황금점,"대구광역시 수성구 청솔로12길 40, 상가동 1층 103호 (황금동, 황금미진아파트)",대구광역시 수성구 황금동 705-1 황금미진아파트 1층 상가동 103호,37.5,053-763-3010,커피숍
683,휴게음식점,샌드위듀시지점,"대구광역시 수성구 신매로16길 16-8, 1층 (신매동)",대구광역시 수성구 신매동 577-4 1층 ,61.46,0507-1473-0225,커피숍
684,휴게음식점,아델라인,"대구광역시 수성구 희망로36길 8, 1층 (황금동)",대구광역시 수성구 황금동 766-4 1층 ,15.72,0507-1488-0183,커피숍
685,휴게음식점,오프닝,"대구광역시 수성구 고산로4안길 41, 2층 (신매동)",대구광역시 수성구 신매동 607-17 2층 ,58.41,053-795-6592,커피숍
686,휴게음식점,캔버스커피,"대구광역시 수성구 교학로 60, 1층 (만촌동)",대구광역시 수성구 만촌동 877-37 1층 ,43.87,053-261-6638,커피숍
687,휴게음식점,할리스커피수성네거리점,"대구광역시 수성구 들안로 326, 1,2층 (수성동3가)","대구광역시 수성구 수성동3가 254-2 1,2층 ",285.11,053-743-8700,커피숍
688,휴게음식점,달리는커피시지신매점,"대구광역시 수성구 달구벌대로649길 22-7, 1층 (신매동)",대구광역시 수성구 신매동 246-8 1층 ,43.46,데이터 미집계,커피숍
689,휴게음식점,몬스터커피,"대구광역시 수성구 지범로48길 21, 302동 지하2층 116호 (범물동, 수성하늘채르레브아파트)",대구광역시 수성구 범물동 1397 수성하늘채르레브아파트 지하2층 302동 116호,46.57,053-783-9424,커피숍
690,휴게음식점,더커피,"대구광역시 수성구 천을로8길 5, 1층 (시지동)",대구광역시 수성구 시지동 80 1층 ,33,053-793-4974,커피숍
691,휴게음식점,만랩커피대구수성범물점,"대구광역시 수성구 지범로48길 21, 302동 지하2층 116호 (범물동, 수성하늘채르레브아파트)",대구광역시 수성구 범물동 1397 수성하늘채르레브아파트 302동 113호,46.57,053-783-9424,커피숍
692,휴게음식점,잇지케이크(Eatgeecake),"대구광역시 수성구 달구벌대로627길 6-11, 1층 (매호동)",대구광역시 수성구 매호동 1342-8 1층 ,39,개인정보 포함,커피숍
693,휴게음식점,하삼동커피,"대구광역시 수성구 달구벌대로669길 80, 101동 1층 106호 (사월동, 시지대성유니드아파트)",대구광역시 수성구 사월동 500 시지대성유니드아파트 1층 101동 106호,32.5,053-794-0314,커피숍
694,휴게음식점,청수67,"대구광역시 수성구 달구벌대로504길 22, 1층 A104호 (범어동)",대구광역시 수성구 범어동 117-36 1층 A104호,308.94,053-741-2562,커피숍
695,휴게음식점,츄러스1500,"대구광역시 수성구 청수로 235, 종합상가동 1층 117호 (황금동, 캐슬골드파크 2단지)",대구광역시 수성구 황금동 366 캐슬골드파크 2단지 1층 종합상가동 117호,29.9,053-633-1501,커피숍
696,휴게음식점,투썸플레이스대구법원점,"대구광역시 수성구 동대구로 376, 범어1번가 101, 202호 (범어동, 범어숲 화성파크드림S)","대구광역시 수성구 범어동 2237 범어숲 화성파크드림S 범어1번가 101, 202호 ",238.23,053-759-5488,커피숍
697,휴게음식점,갓커피,"대구광역시 수성구 용학로 158, 1층 (지산동)",대구광역시 수성구 지산동 1187 1층 ,8,0507-1355-0562,커피숍
698,휴게음식점,츄러스1500수성점,"대구광역시 수성구 달구벌대로456길 27, 1층 (수성동1가)",대구광역시 수성구 수성동1가 671-31 1층 ,40,053-759-3192,커피숍
699,휴게음식점,심베이커,"대구광역시 수성구 지범로48길 21, 302동 지하2층 104호 (범물동, 수성하늘채르레브아파트)",대구광역시 수성구 범물동 1397 수성하늘채르레브아파트 지하2층 302동 104호,46.57,053-783-8800,커피숍
700,휴게음식점,위니드,"대구광역시 수성구 무학로29길 20, 1층 (지산동)",대구광역시 수성구 지산동 1065-51 1층 ,35.58,0507-1356-9159,커피숍
701,휴게음식점,소연당,"대구광역시 수성구 효행로 16, 1층 (만촌동)",대구광역시 수성구 만촌동 240-2 1층 ,20.24,0507-1325-7242,커피숍
702,휴게음식점,매스커피황금점,"대구광역시 수성구 들안로32길 13, 1층 (황금동)",대구광역시 수성구 황금동 810-6 1층 ,45.25,053-764-1700,커피숍
703,휴게음식점,몬스터커피알파시티점,"대구광역시 수성구 알파시티2로 23, 강남메디컬 1층 (시지동)",대구광역시 수성구 시지동 579-5 강남메디컬 1층 ,44,070-4647-0785,커피숍
704,휴게음식점,스타벅스대구만촌이마트,"대구광역시 수성구 동원로 136, 이마트만촌점 1층 (만촌동)",대구광역시 수성구 만촌동 1356-5 이마트만촌점 1층 ,91.8,053-742-4018,커피숍
705,휴게음식점,마가렛루멘,"대구광역시 수성구 청수로20길 47, 1층 (두산동)",대구광역시 수성구 두산동 18-15 1층 ,30.6,0507-1345-3086,커피숍
706,휴게음식점,달달헤윰,"대구광역시 수성구 무학로21안길 18, 1층 (두산동)",대구광역시 수성구 두산동 164-9 1층 ,23.94,데이터 미집계,커피숍
707,휴게음식점,혜윰커피,"대구광역시 수성구 수성로46길 21, 1층 (중동)",대구광역시 수성구 중동 71-1 1층 ,80.84,데이터 미집계,커피숍
708,휴게음식점,사운즈커피미니,"대구광역시 수성구 달구벌대로492길 47-4, 1층 (범어동)",대구광역시 수성구 범어동 204-19 1층 ,33,0507-1384-9603,커피숍
709,휴게음식점,커피베이대구범물점,"대구광역시 수성구 용학로 272, A동 1층 1-10호 (범물동, 범물창신태성한라맨션)",대구광역시 수성구 범물동 1336 범물창신태성한라맨션 A동 1-10호,18.35,0507-1442-5993,커피숍
710,휴게음식점,얌얌,"대구광역시 수성구 무학로11길 16, 1층 (상동)",대구광역시 수성구 상동 394-3 1층 ,82.15,0507-1433-5975,커피숍
711,휴게음식점,몬스터커피대구상동점,"대구광역시 수성구 수성로 74, 1층 (상동)",대구광역시 수성구 상동 380-1 1층 ,83.7,053-765-7605,커피숍
712,휴게음식점,쌍도커피,"대구광역시 수성구 청수로 256-3, 1층 (황금동)",대구광역시 수성구 황금동 194-5 1층 ,36.3,데이터 미집계,커피숍
713,휴게음식점,텐퍼센트커피범어그랜드점,"대구광역시 수성구 달구벌대로480길 28, 1층 (범어동)",대구광역시 수성구 범어동 560-3 1층 ,42,053-217-3283,커피숍
714,휴게음식점,카페차차(cafe chacha),"대구광역시 수성구 무학로35길 99, 1층 (지산동)",대구광역시 수성구 지산동 1012-8 1층 ,7.92,0507-1398-7122,커피숍
715,휴게음식점,짙은대구점,"대구광역시 수성구 청수로45길 38, 2층 (황금동)",대구광역시 수성구 황금동 428-16 2층 ,95.5,개인정보 포함,커피숍
716,휴게음식점,구름,"대구광역시 수성구 들안로9길 86, 1층 (상동)",대구광역시 수성구 상동 395-17 1층 ,7.42,053-763-7429,커피숍
717,휴게음식점,위커피,"대구광역시 수성구 청수로25길 14, 1층 (황금동)",대구광역시 수성구 황금동 849-1 1층 ,54,데이터 미집계,커피숍
718,휴게음식점,하즐커피,"대구광역시 수성구 들안로8길 66, 1층 (두산동)",대구광역시 수성구 두산동 139-7 1층 ,25.9,053-766-0275,커피숍
719,휴게음식점,이디야커피수성못점,"대구광역시 수성구 수성못길 10, 1~4층 (두산동)",대구광역시 수성구 두산동 656-2 1~4층 ,209.82,053-763-6272,커피숍
720,휴게음식점,켑트베이커스,"대구광역시 수성구 달구벌대로650길 15, 1층 (신매동)",대구광역시 수성구 신매동 144 1층 ,132,0507-1416-6810,커피숍
721,휴게음식점,오니와플,"대구광역시 수성구 범어로16길 12, 1층 (범어동)",대구광역시 수성구 범어동 271-26 1층 ,45,0507-1378-6552,커피숍
722,휴게음식점,폰테스,"대구광역시 수성구 들안로8길 63, 1층 (두산동)",대구광역시 수성구 두산동 136-16 1층 ,112.78,053-762-7981,커피숍
723,휴게음식점,프로나운(pronoun),"대구광역시 수성구 수성로 71, 상가3동 1층 C101호 (상동, 수성동일하이빌레이크시티아파트)",대구광역시 수성구 상동 555 수성동일하이빌레이크시티아파트 1층 상가3동 C101호,29.25,0507-1338-2829,커피숍
724,휴게음식점,카페루팡,"대구광역시 수성구 들안로 285-68, 1층 (수성동2가)",대구광역시 수성구 수성동2가 39-75 1층 ,13.22,0507-1338-2829,커피숍
725,휴게음식점,인커먼,"대구광역시 수성구 범어로24길 26, 1층 (범어동)",대구광역시 수성구 범어동 224-9 1층 ,82,0507-1325-1014,커피숍
726,휴게음식점,독일피엠,"대구광역시 수성구 지범로 258, 1층 (범물동)",대구광역시 수성구 범물동 458-2 1층 ,27,데이터 미집계,커피숍
727,휴게음식점,상동교점(주)레프트뱅크,"대구광역시 수성구 신천동로 130, 1층 (상동)",대구광역시 수성구 상동 185-5 1층 ,31.08,데이터 미집계,커피숍
728,휴게음식점,웜톤커피,"대구광역시 수성구 노변공원로 55, 2층 (노변동)",대구광역시 수성구 노변동 165 2층 ,93.51,0507-1329-0298,커피숍
729,휴게음식점,하삼동커피담티역점,"대구광역시 수성구 달구벌대로 2670, 한겨레빌딩 1층 (만촌동)",대구광역시 수성구 만촌동 860-3 한겨레빌딩 1층 ,58,0507-1382-7311,커피숍
730,휴게음식점,읍천리382두산점,"대구광역시 수성구 청수로24길 64, 1층 (두산동)",대구광역시 수성구 두산동 44-13 1층 ,110.01,0507-1455-5779,커피숍
731,휴게음식점,푸푸커피범어점,"대구광역시 수성구 달구벌대로496길 19-11, 1층 (범어동)",대구광역시 수성구 범어동 140-3 1층 ,65.64,053-746-7773,커피숍
732,휴게음식점,쁘띠에뜨아르,"대구광역시 수성구 명덕로 477, 101동 124호 (범어동, 범어 쌍용 예가)",대구광역시 수성구 범어동 808 범어 쌍용 예가 101동 124호,43.34,0507-1391-6855,커피숍
733,휴게음식점,그로우(GROW),"대구광역시 수성구 동대구로6길 9, 1층 (지산동)",대구광역시 수성구 지산동 1047-11 1층 ,70.78,0507-1387-0328,커피숍
734,휴게음식점,여가투고,"대구광역시 수성구 청수로1길 12, 1층 (중동)",대구광역시 수성구 중동 565-4 1층 ,44.26,0507-1347-4910,커피숍
735,휴게음식점,두원커피,"대구광역시 수성구 동대구로12안길 10, 두원상가아파트 지하1층 지하110호 (지산동)",대구광역시 수성구 지산동 994 두원상가아파트 지하1층 지하110호,37.8,056-767-3850,커피숍
736,휴게음식점,시베리안빙수킹카페수성구점,"대구광역시 수성구 희망로36길 113, 1층 (황금동)",대구광역시 수성구 황금동 785-4 1층 ,0,0507-1411-6764,커피숍
737,휴게음식점,카페캔버스수성1가점,"대구광역시 수성구 수성로69길 70, 상가1동 1층 101호 (수성동1가, 수성 롯데캐슬 THE FIRST)",대구광역시 수성구 수성동1가 818 수성 롯데캐슬 THE FIRST 1층 상가1동 101호,37.76,0507-1416-2307,커피숍
738,휴게음식점,노디노커피로스터스(NODINO COFFEE ROASTERS),"대구광역시 수성구 파동로 141, 1층 (파동)",대구광역시 수성구 파동 152-13 1층 ,28.14,053-763-8030,커피숍
739,휴게음식점,커피코코,"대구광역시 수성구 동원로 135, 121동 1층 101호 (만촌동, 메트로팔레스1단지아파트)",대구광역시 수성구 만촌동 1356-3 메트로팔레스1단지아파트 121동 101호,115.4,053-759-5210,커피숍
740,휴게음식점,멜팅비타수성점,"대구광역시 수성구 희망로36길 70, 1층 (황금동)",대구광역시 수성구 황금동 789-16 1층 ,56.5,데이터 미집계,커피숍
741,휴게음식점,요얼쓰,"대구광역시 수성구 범어로24길 14, 1층 (범어동)",대구광역시 수성구 범어동 224-6 1층 ,13,0507-1498-8956,커피숍
742,휴게음식점,동길컴퍼니,"대구광역시 수성구 들안로42안길 4, 1층 (황금동)",대구광역시 수성구 황금동 719-1 1층 ,53.29,데이터 미집계,커피숍
743,휴게음식점,달콤한아재,"대구광역시 수성구 수성로 393, 상가동 1층 142-1호 (수성동4가, 수성하이츠)",대구광역시 수성구 수성동4가 1090-8 수성하이츠 1층 상가동 142-1호,19,개인정보 포함,커피숍
744,휴게음식점,이룸스터디카페,"대구광역시 수성구 청호로85안길 34-10, 제1동 1층 101호 (범어동)",대구광역시 수성구 범어동 65-83 1층 제1동 101호,0,데이터 미집계,커피숍
745,휴게음식점,셀프바리스타시지점,"대구광역시 수성구 시지로3길 66-10, 1층 (시지동)",대구광역시 수성구 시지동 383-9 1층 ,73.5,0507-1441-1412,커피숍
746,휴게음식점,또박꽈배기,"대구광역시 수성구 알파시티2로 27, 수성메트로 1층 103호 (시지동)",대구광역시 수성구 시지동 579-7 수성메트로 1층 103호,26,053-795-0123,커피숍
747,휴게음식점,마이리틀퐁(MY LITTLE PONG),"대구광역시 수성구 천을로 36, 1층 (시지동)",대구광역시 수성구 시지동 146-6 1층 ,56,0507-1389-8537,커피숍
748,휴게음식점,죠샌드위치시지점,"대구광역시 수성구 달구벌대로650길 56, 1층 (신매동)",대구광역시 수성구 신매동 584-8 1층 ,36.36,053-791-3030,커피숍
749,휴게음식점,카페봄봄목련시장점,"대구광역시 수성구 용학로 224, 1층 (지산동)",대구광역시 수성구 지산동 1199-5 1층 ,31.5,053-783-1698,커피숍
750,휴게음식점,데이투모로우,"대구광역시 수성구 무학로11길 64, 1층 (상동)",대구광역시 수성구 상동 389-14 1층 ,120.52,0507-1459-9133,커피숍
751,휴게음식점,카페지금여기,"대구광역시 수성구 세진로 25, 1층 (범어동)",대구광역시 수성구 범어동 403-17 1층 ,66,데이터 미집계,커피숍
752,휴게음식점,몬스터커피만촌점,"대구광역시 수성구 화랑로12길 8, 메트로월드 104호 (만촌동)",대구광역시 수성구 만촌동 1356-44 메트로월드 104호 ,47.55,053-755-0905,커피숍
753,휴게음식점,크로스워크(CROSSWALK),"대구광역시 수성구 효행로 22, 1층 (만촌동)",대구광역시 수성구 만촌동 240-4 1층 ,75.9,0507-1314-7827,커피숍
754,휴게음식점,카페관심익스프레스황금점,"대구광역시 수성구 청수로 235, 종합상가동 1층 109호 (황금동, 캐슬골드파크 2단지)",대구광역시 수성구 황금동 366 캐슬골드파크 2단지 1층 종합상가동 109호,22.95,0507-1332-1239,커피숍
755,휴게음식점,더벤티수성시장점,"대구광역시 수성구 명덕로 435, 1층 (수성동3가)",대구광역시 수성구 수성동3가 329 1층 ,48.64,053-751-1365,커피숍
756,휴게음식점,휩(whip),"대구광역시 수성구 범어로19길 57, 1층 (범어동)",대구광역시 수성구 범어동 201-4 1층 ,15.48,0507-1349-2120,커피숍
757,휴게음식점,오늘너와,"대구광역시 수성구 달구벌대로669길 40, D동 1층 (사월동)",대구광역시 수성구 사월동 550-3 D동 1층 ,186.36,데이터 미집계,커피숍
758,휴게음식점,코코로과자점,"대구광역시 수성구 파동로18길 38-16, 1층 (파동)",대구광역시 수성구 파동 339-4 1층 ,16.89,0507-1307-1292,커피숍
759,휴게음식점,날쌘카페범어점,"대구광역시 수성구 범어로18길 54, 1층 (범어동)",대구광역시 수성구 범어동 117-41 1층 ,37.02,053-217-5242,커피숍
760,휴게음식점,에이엠피엠(am pm),"대구광역시 수성구 들안로78길 45, 401동 101호 (범어동, 이편한세상범어)",대구광역시 수성구 범어동 2240 이편한세상범어 401동 101호,40.9,데이터 미집계,커피숍
761,휴게음식점,아덴블랑제리범어점,"대구광역시 수성구 동대구로 346, 지하1층 1-1호,1-2호 (범어동, 범어서한포레스트)","대구광역시 수성구 범어동 177-1 범어서한포레스트 지하1층 1-1호,1-2호 ",101.57,053-751-0555,커피숍
762,휴게음식점,젠코커피(genco coffee),"대구광역시 수성구 상화로 79-9, 1층 (상동)",대구광역시 수성구 상동 67-25 1층 ,49.4,0507-1467-9255,커피숍
763,휴게음식점,뵈르카페,"대구광역시 수성구 화랑로2길 87, 1층 (만촌동)",대구광역시 수성구 만촌동 1350 1층 ,14.46,개인정보 포함,커피숍
764,휴게음식점,아호파운드케익(AHOpoundcake),"대구광역시 수성구 동대구로54길 30, 1층 (범어동)",대구광역시 수성구 범어동 373-41 1층 ,53,데이터 미집계,커피숍
765,휴게음식점,더리터범어점,"대구광역시 수성구 달구벌대로480길 9, 범어네거리 클래시아 111호 (범어동)",대구광역시 수성구 범어동 551-7 범어네거리 클래시아 111호,20,053-751-8549,커피숍
766,휴게음식점,빽다방대구알파시티점,"대구광역시 수성구 알파시티2로 26, 더THE-리치빌딩 1층 103호 (시지동)",대구광역시 수성구 시지동 584-1 더THE-리치빌딩 1층 103호,40.8,0507-1394-4373,커피숍
767,휴게음식점,반할커피,"대구광역시 수성구 청솔로 6, 1층 (황금동)",대구광역시 수성구 황금동 761-27 1층 ,21,053-761-1238,커피숍
768,휴게음식점,바른견식,"대구광역시 수성구 용학로44길 43, 1층 (지산동)",대구광역시 수성구 지산동 1205-14 1층 ,13.3,데이터 미집계,커피숍
769,휴게음식점,하삼동커피수성점,"대구광역시 수성구 수성로76길 4, 1층 (수성동2가)",대구광역시 수성구 수성동2가 231-2 1층 ,54.6,0507-1381-7311,커피숍
770,휴게음식점,안녕봄,"대구광역시 수성구 범어로 192, 1층 (범어동)",대구광역시 수성구 범어동 434-18 1층 ,43,0507-1323-1297,커피숍
771,휴게음식점,매머드익스프레스대구수성,"대구광역시 수성구 들안로 325, 101동 근린생활시설6호 (수성동2가, 롬바드 아파트)",대구광역시 수성구 수성동2가 1-3 롬바드 아파트 101동 근린생활시설6호 ,38.61,0507-1392-7247,커피숍
772,휴게음식점,언박스,"대구광역시 수성구 청수로 274, 301동 102호 (황금동, 힐스테이트 황금동)",대구광역시 수성구 황금동 985 힐스테이트 황금동 301동 102호,36.9,0507-1366-0244,커피숍
773,휴게음식점,청솔로9두산점,"대구광역시 수성구 동대구로 9, 103호 (두산동)",대구광역시 수성구 두산동 207-2 103호,39.15,053-766-9333,커피숍
774,휴게음식점,얼리(early),"대구광역시 수성구 청호로96길 40, 1층 (만촌동)",대구광역시 수성구 만촌동 848-11 1층 ,69.61,0507-1481-5403,커피숍
775,휴게음식점,매머드익스프레스대구수성구청,"대구광역시 수성구 범어로18길 22, 근린생활시설동 1층 104호 (범어동, 힐스테이트 범어)",대구광역시 수성구 범어동 2264 힐스테이트 범어 1층 근린생활시설동 104호,40.98,0507-1486-0366,커피숍
776,휴게음식점,핑퐁커피알파시티점,"대구광역시 수성구 알파시티2로 24, 102호 (시지동)",대구광역시 수성구 시지동 584 102호,49.31,0507-1421-3244,커피숍
777,휴게음식점,몰타범어점,"대구광역시 수성구 상록로2길 72, 1층 (범어동)",대구광역시 수성구 범어동 30-3 1층 ,42.9,0507-1351-0280,커피숍
778,휴게음식점,블루웨일,"대구광역시 수성구 범안로 22, 1층 (범물동)",대구광역시 수성구 범물동 1362-4 1층 ,43.92,053-782-0242,커피숍
779,휴게음식점,우리쌀현미빵수성점,"대구광역시 수성구 들안로64길 15, 1층 101호 (수성동3가)",대구광역시 수성구 수성동3가 257 1층 101호,0,053-752-4150,커피숍
780,휴게음식점,켄디(CANDI),"대구광역시 수성구 범어로19길 59, 1층 (범어동)",대구광역시 수성구 범어동 201-3 1층 ,25,0507-1369-7537,커피숍
781,휴게음식점,카페캔버스목련시장점,"대구광역시 수성구 용학로 226, 1층 (지산동)",대구광역시 수성구 지산동 1204 1층 ,41.85,053-783-3933,커피숍
782,휴게음식점,푸푸시지점,"대구광역시 수성구 유니버시아드로 341, 1층 (욱수동)",대구광역시 수성구 욱수동 127 1층 ,60.4,0507-1361-0264,커피숍
783,휴게음식점,닷라이브러리,"대구광역시 수성구 용학로 4, 2층 (파동)",대구광역시 수성구 파동 662 2층 ,187.5,070-4231-0754,커피숍
784,휴게음식점,리베르,"대구광역시 수성구 들안로73길 44, 1층 (수성동4가)",대구광역시 수성구 수성동4가 1059-3 1층 ,28.56,개인정보 포함,커피숍
785,휴게음식점,카페트리,"대구광역시 수성구 달구벌대로627길 5, 1층 (매호동)",대구광역시 수성구 매호동 1341-8 1층 ,84.6,053-794-4820,커피숍
786,휴게음식점,이프,"대구광역시 수성구 무학로33길 7, 1층 (지산동)",대구광역시 수성구 지산동 1072 1층 ,33,개인정보 포함,커피숍
787,휴게음식점,디프룻,"대구광역시 수성구 만촌로 10, 1층 (만촌동)",대구광역시 수성구 만촌동 998-11 1층 ,39.5,0507-1497-1458,커피숍
788,휴게음식점,이디야커피대구중동점,"대구광역시 수성구 수성로 190, 1층 (중동)",대구광역시 수성구 중동 176-2 1층 ,85.54,0507-1308-2308,커피숍
789,휴게음식점,퍼플립스,"대구광역시 수성구 동대구로 201-3, 1층 (황금동)",대구광역시 수성구 황금동 682-4 1층 ,60,데이터 미집계,커피숍
790,휴게음식점,예가체프&빙,"대구광역시 수성구 들안로 22, 1층 (두산동)",대구광역시 수성구 두산동 153-4 1층 ,216.78,053-761-0025,커피숍
791,휴게음식점,오브느범어점,"대구광역시 수성구 범어로 119, 1층 (범어동)",대구광역시 수성구 범어동 147-35 1층 ,39.56,0507-1463-3057,커피숍
792,휴게음식점,디오디커피(DODcoffee),"대구광역시 수성구 노변공원로3길 7, 1층 (시지동)",대구광역시 수성구 시지동 506-6 1층 ,66,0507-1489-0249,커피숍
793,휴게음식점,가가라커피,"대구광역시 수성구 국채보상로 1039, 1층 (만촌동)",대구광역시 수성구 만촌동 667-16 1층 ,25,0507-1459-7956,커피숍
794,휴게음식점,나주커피,"대구광역시 수성구 지범로39길 11, 1층 (범물동)",대구광역시 수성구 범물동 1275-4 1층 ,27,053-746-5277,커피숍
